id,agency_id,credential_id,platform,platform_customer_id,account_name,is_active,last_sync_at,sync_status,created_at,auto_sync_enabled,last_synced_at,last_sync_status,client_id,use_mcc,platform_api_key,hipaa_compliant
2dfd3957-2487-4c42-8f32-52d07d2a24ac,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,403521515,Bill Thomas Campers,TRUE,2026-03-21 11:36:58.016+00,success,2026-03-20 18:23:19.477347+00,FALSE,,,dd61a673-a908-4a92-837a-b52bd9cd85f4,TRUE,,FALSE
2e91fe38-5e13-4367-b0a8-3d178c8ce847,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,398519525,RV Dynasty,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,75551fe5-a3d1-408b-bc92-3e452b0563d8,TRUE,,FALSE
2ff566ce-896c-4ab9-8268-74ef4173ce1f,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,349834390,Coastal RV,TRUE,2026-03-21 11:43:00.057+00,success,2026-03-20 18:23:19.477347+00,FALSE,,,34aabec2-11cc-46f3-bf6f-52fd23699c08,TRUE,,FALSE
3242deef-5af3-4252-8d97-0cb572cebedf,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,376208924,Navigant HD- Rough Neck Harley Davidson,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,d9f27280-6263-47bc-9e3c-5f7d9b7a6b20,TRUE,,FALSE
3593c0ae-13a8-40b4-9433-fa176fc027b0,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,448027226,United Motorsports of Logan,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,ea7c98f9-3a36-465a-b0c6-bc395ceacd40,TRUE,,FALSE
35d44a8b-4636-403c-a21d-266e3e6f3c29,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,317731419,United Motorsports of Richmond,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,a373ba97-c3f6-4dd6-9465-020d3ef47127,TRUE,,FALSE
38d905fd-e5ee-4333-830d-6b6f3f79e455,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,439612352,Brinson Powersports of Athens,TRUE,2026-03-21 11:38:19.66+00,success,2026-03-20 18:23:19.477347+00,FALSE,,,d7944421-1da3-4ca3-8c2a-5389ff49493f,TRUE,,FALSE
3b43a30a-a7a4-42c3-b204-a3cea01ba20f,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,363281018,Link Ford Minong,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,66d7410a-4f3a-4ac2-8408-1edc6434f747,TRUE,,FALSE
3b7e70de-07b5-418a-ac6d-743f8b91411f,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,260550464,XGRiD Campers (Master),TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,3d13df37-5d55-4932-af53-3f066fa58b60,TRUE,,FALSE
3ed485d2-1960-4fc8-8560-253a33fa890a,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,519051306,Campnorth RV,TRUE,2026-03-21 11:40:07.425+00,success,2026-03-20 18:23:19.477347+00,FALSE,,,3d70fc2d-55e8-43a8-a892-65164e6e4167,TRUE,,FALSE
4013e33c-797d-4709-acd8-91c1244d3b43,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,475149943,Link Chrysler Dodge Jeep Ram - Rice Lake,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,7603a25e-ff84-47db-a930-8665dfd1eedd,TRUE,,FALSE
51182cc9-053b-4739-ac49-15a4525137f3,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,362488832,Stream RV,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,5f163974-3e49-4544-bffe-18f992e5930e,TRUE,,FALSE
5269e677-8d60-48ad-abf4-9d63f28086de,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,394545160,Zoomers RV,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,a2fdb54e-89b6-4a02-a127-9f9655077ea6,TRUE,,FALSE
53472a03-07c2-4229-adf7-799a6dc72d0f,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,322138852,Flip My Cycle,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,01956267-2086-4319-8b42-2ff876f0b4df,TRUE,,FALSE
55b65ef2-4ea6-48fa-8fa2-a354801f5c00,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,375763451,United Motorsports of Cincinnati,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,2da52f5c-8e18-4d23-afbc-829db3b9baf9,TRUE,,FALSE
57b80a03-c91f-48e3-9073-2163cb192616,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,326825140,Southwest Ford,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,ef7d195d-a37f-436f-b661-308d5f72c718,TRUE,,FALSE
5bbab857-0c76-401c-a5ce-a2d5fb1f1ecc,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,441691378,Kendallville Powersports,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,973a6d3e-af94-4d0c-8607-1e3ace3e441e,TRUE,,FALSE
5d408652-5355-403d-95eb-014d8158ee9d,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,373256216,Bowling RV Center,TRUE,2026-03-21 11:37:39.065+00,success,2026-03-20 18:23:19.477347+00,FALSE,,,f23932f9-799b-468f-af8b-d0e5758f9055,TRUE,,FALSE
6326603b-7f26-452c-818c-2e221ae92b8f,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,376210728,Navigant HD - Texarkana Harley Davidson,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,ffa49027-156a-480a-a0d4-e92dd521d6df,TRUE,,FALSE
6e5cd874-8a41-467a-991e-6a6384ac66b5,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,356924313,Johnson Bros Lincoln,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,c68cabcf-626c-4c2a-b978-ba9de5be6566,TRUE,,FALSE
6f6eb995-bce5-4d7e-8ae7-b92974d9d8e1,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,375754223,United Motorsports of Fairfield,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,9c940a6a-293b-41c5-a5be-ae2e3a559488,TRUE,,FALSE
753cad73-1ad4-4b0c-8d6c-3ddeda1d212e,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,310092431,A&L RV Sales,TRUE,2026-03-24 11:02:12.969+00,success,2026-03-20 18:23:19.477347+00,FALSE,,,8332072e-4f48-4745-b6ba-0af0a92ab898,TRUE,,FALSE
7e0d9eba-1d7e-4a4b-9d09-879e42c01592,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,405141436,Gerzeny's RV,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,8bf99655-05b0-4604-95b0-ec566e28d81c,TRUE,,FALSE
848c8b70-7937-4f22-b132-9190b8ad335d,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,520575884,Utah Harley - Davidson of Salt Lake City,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,12b3156d-321b-4c39-9b19-7f61caee3efb,TRUE,,FALSE
84a431c3-3880-4cdb-a73a-afe4e2c07466,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,520551183,Utah Harley - South Valley Harley-Davidson,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,95190006-9ebc-4258-8b30-1100399d4241,TRUE,,FALSE
84b374dc-a8b6-4930-9966-0db5f68b1a39,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,482772097,Rover DFW,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,2feab16f-1be3-48aa-a4c2-bcb1d88bbb6a,TRUE,,FALSE
850b5ab6-23da-43df-82f0-6cb8065a1c4d,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,527981548,Abilene Boat & RV Show,TRUE,2026-03-21 11:33:25.923+00,success,2026-03-20 18:23:19.477347+00,FALSE,,,f2de5a6b-1440-466a-a6ae-c63385c81794,TRUE,,FALSE
859a2e4b-2108-427b-8af1-228953e93952,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,485427260,Epic Powersports Gilla Valley,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,b72572c0-317c-4992-a83f-cabb108aaae5,TRUE,,FALSE
86a7f811-8915-4e52-a1df-766c332057cd,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,351963570,Navigant HD - Lumberjack Harley Davidson,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,911aca7b-7bd9-42ee-add1-8481c4174b40,TRUE,,FALSE
87baaecd-76a7-4554-9bb6-4dc4de551ed3,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,344238141,Gainesville Harley-Davidson,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,4b82eb51-0507-4cbc-9a61-891f51043495,TRUE,,FALSE
8a4eaf6c-f611-477d-8a8a-502338de0dcb,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,398666652,4Zs RVs,TRUE,2026-03-24 10:54:16.385+00,success,2026-03-20 18:23:19.477347+00,FALSE,,,56f98bee-7bfe-4f63-a22e-f52d2f98fbf4,TRUE,,FALSE
8a95f594-b042-43ad-be41-b02dd5bff60a,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,457198697,United Motorsports of Belfry,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,cb37ac6b-5320-46f4-a163-0a7aee30a303,TRUE,,FALSE
8f796efc-9b54-495b-b88a-048ab6192012,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,328850181,Midway RV Center,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,40d9e684-cea0-4f8a-ac3b-cb8f869272bf,TRUE,,FALSE
92916592-2369-489d-8842-e9b35a65843c,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,445493387,Kokomo Toyota,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,,TRUE,,FALSE
97d624a8-a897-4917-a275-c5578dd3ddf3,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,317955532,Bama RV,TRUE,2026-03-21 11:34:54.538+00,success,2026-03-17 19:12:42.450023+00,FALSE,,,ef3c652c-4a38-4e98-a5d2-50c8df862d51,TRUE,,FALSE
983190ea-82e4-4fdb-a222-c27c9fb10493,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,360411143,RV Connection Inc,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,2b0cb7b2-d81f-4f7b-9649-6f48871a591f,TRUE,,FALSE
9a530283-9e08-413d-a14a-78a895ff8b66,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,444446137,Tipton Motorsports,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,6815c78b-1480-4a07-8b8c-1e9596c8ed44,TRUE,,FALSE
9d244a7a-f805-4878-b1c6-17483e7cfa2d,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,401010030,Navigant HD - Lucky Penny Cycle,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,38ef81e3-895e-44a5-98ce-70a86cac2193,TRUE,,FALSE
a129e4ce-b6f5-4056-a2df-03d67f71e283,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,520572453,Utah Harley - Golden Spike Harley-Davidson,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,9c0ea692-3c37-4f44-ba25-826ec81e9cdc,TRUE,,FALSE
a2beaf09-7961-4546-8fb6-1deb2958735c,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,316436052,Owensboro RV,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,b8a7e841-0253-4d23-a09b-b81b928ac3e3,TRUE,,FALSE
a5699350-1635-41d6-bf93-77eb44d5d8ae,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,368654683,Beaver Coach Sales,TRUE,2026-03-21 11:36:15.477+00,success,2026-03-20 18:23:19.477347+00,FALSE,,,bb0b7a52-aa4e-424c-931e-8e480c935aef,TRUE,,FALSE
a634567a-0745-44be-bdaa-c298b13ab38f,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,363369396,Link Ford RL,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,b42dc936-5061-4b5c-8c8e-587e2fe4c0fd,TRUE,,FALSE
a995b86e-d326-45e4-a0c6-be9e0232c573,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,520572653,Utah Harley - Saddleback Harley-Davidson,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,be87187e-ebe8-41bb-b5fa-528ebd53fe17,TRUE,,FALSE
ac78569b-5828-490c-8e4a-7302e625e7ab,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,376208466,Navigant HD - Davidson of Waco,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,e1d76678-2551-4ecb-892c-fe7d36448ab3,TRUE,,FALSE
ae9c80da-2488-40bc-9216-bc7ee22a6747,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,513881384,Peak Honda World,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,c203891d-b675-4bcf-998a-5047e98e1937,TRUE,,FALSE
b3a01af3-37a5-4800-9c36-252bc6bbe9c4,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,342957967,Mericle RV,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,c7e383be-0c3a-4d88-9018-6e2643220c4f,TRUE,,FALSE
b4557553-b4fe-4ae4-b565-3ec405c8f68d,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,277677006,United Motorsports of Middlesboro,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,339d6899-5702-48a6-8282-78e37ccf4df4,TRUE,,FALSE
b4a524d2-a597-47ec-ae21-c04377b33b44,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,319394997,Clearcreek RVs TX,TRUE,2026-03-21 11:41:32.404+00,success,2026-03-20 18:23:19.477347+00,FALSE,,,d5a3436a-f80c-429c-86ea-83ef76fe8d23,TRUE,,FALSE
b64cebaa-334d-454a-81b0-0130c0bf3bc3,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,359881953,Sky River RV,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,3a5b8ecf-c7d4-4791-9200-24190b53c69c,TRUE,,FALSE
b67c1957-f668-44e4-9a07-da85c1475a14,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,475181728,Camp-A-Rama-1,TRUE,2026-03-21 11:39:32.215+00,success,2026-03-20 18:23:19.477347+00,FALSE,,,2f9f3ec1-0c0d-424d-b252-4a1448b848c0,TRUE,,FALSE
bd4a7dd3-cb00-4361-a657-46c2e56d4cfa,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,454130091,Kokomo Honda,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,,TRUE,,FALSE
c10748d4-405f-4c8e-97be-6bdfafa31494,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,326810019,SouthWest Volkswagen,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,2eb8823b-cb12-4e6f-a241-527aa3984997,TRUE,,FALSE
c39a24a9-3b3e-4c86-a53b-feba67811dac,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,491007804,Epic Show Low,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,bae88bfa-8297-4c3a-bd19-b12c7bd164ba,TRUE,,FALSE
c8d94639-87dc-4265-8484-97afce6047b4,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,494546246,Tobaco Harley Davidson,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,9cd8758e-a080-46e2-86d4-4025bb94475a,TRUE,,FALSE
c9eb050e-472d-47c3-ae70-b869781f437b,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,376211859,Navigant HD - Texas Harley Davidson,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,62d0af5f-0a11-4207-86ba-aa610e48ced3,TRUE,,FALSE
d05dda53-1e4b-4882-9956-3fd5da87afd1,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,439625379,Brinson Powersports of Corsicana,TRUE,2026-03-21 11:38:53.99+00,success,2026-03-20 18:23:19.477347+00,FALSE,,,aebc993b-2944-45a2-809f-bfd25d899c1b,TRUE,,FALSE
d34d43a9-2f82-4f73-8266-6c49b168d1cb,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,347594328,Johnson Bros Ford,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,691826d2-a8d8-48da-9132-27253c8f3dc0,TRUE,,FALSE
d3ad3135-e9f9-4683-bf00-709ccd7cc266,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,386520680,Moix RV,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,b065cb31-9c64-4bea-80e5-e97624b5e724,TRUE,,FALSE
d3dfa5b9-0bc2-4c8b-b85a-1c2192fdc21f,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,320697174,Bayou Outdoor,TRUE,2026-03-21 11:35:33.402+00,success,2026-03-20 18:23:19.477347+00,FALSE,,,831cedf1-075a-4120-9624-84614f1a3a85,TRUE,,FALSE
dd91c902-5457-43af-a652-847696ac2083,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,343036989,Krenek RV,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,25f87091-e062-47a3-9ead-1868a4d9f93c,TRUE,,FALSE
e05c1f34-349f-47fc-a4ac-0d688b909057,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,375793523,United Motorsports of Pikeville,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,d782e885-bc03-4dd1-b3ae-e2d134ea2155,TRUE,,FALSE
e59841c7-a78c-4346-b516-a8dedfdfcaa6,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,514163783,Honda Fairfield,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,9e6edafa-5c35-46dc-85f1-bd7c2cf632a7,TRUE,,FALSE
e738c73f-8894-4294-b343-85140fe533a6,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,312062513,Souheganvalley Motorsports,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,bdb34990-7876-4f43-8c61-32e8a5c83f6a,TRUE,,FALSE
ea1fa2d3-926a-4c26-8dc9-f6780375614f,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,315967657,Millers RV,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,72df8bf0-8373-4ca6-a2eb-0da1489c0a66,TRUE,,FALSE
ec722ee7-705d-435f-9552-9cf333e7ae72,791536a9-5c5e-439d-93c9-6be6808012ec,a0b8b120-58f0-4f5b-b312-e5752161ed1c,ga4,483810815,Destination Cycle,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,c6b137f2-228b-4856-8cb2-516a3a8a4f20,TRUE,,FALSE
ee7895a8-02e1-4a3c-938f-f00086ee02cd,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,356970104,Link RVs Minong,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,57f11a70-733f-49f6-b83d-90584759ef61,TRUE,,FALSE
f0ff4af3-bbb6-4085-9f6c-ed36fc3f890f,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,320771533,FIFE RV CENTER,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,4021418a-f2d8-46c3-8531-832a14497b92,TRUE,,FALSE
f474270f-5d04-4bb5-aa83-b5f3b77b1d77,791536a9-5c5e-439d-93c9-6be6808012ec,a6ac8288-6d36-4359-80cc-b9c54c0a5cdd,ga4,372458705,Trailer Source Inc,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,b8c57dfe-81eb-46c4-bd7f-0f79750e53dc,TRUE,,FALSE
f7357f49-1435-415c-b64d-8256cc19aee3,791536a9-5c5e-439d-93c9-6be6808012ec,1ab39d85-668f-4ce1-9d0b-bec111bf1cf9,ga4,317792427,United Motorsports of Lexington,TRUE,,pending,2026-03-20 18:23:19.477347+00,FALSE,,,86693f8a-dfb2-4b92-9090-4a790420adfb,TRUE,,FALSE
